league,team,jogos,ppg,vit%,emp%,der%,golos_marcados,golos_sofridos,diff_golos,marca%,CS%,BTTS%,O2.5%,U2.5%,remates,remates_sofridos,SOT,SOT_sofridos,cantos,cantos_sofridos,amarelos,amarelos_sofridos,gf_sum,ga_sum,shots_sum,shots_against_sum,sot_sum,conversion_rate,sot_pct,xg_impl,xg_overperf,defensive_solidity,scope
I1,Inter,31,2.3225806451612905,0.7419354838709677,0.0967741935483871,0.16129032258064516,2.2903225806451615,0.8387096774193549,1.4516129032258065,0.9354838709677419,0.4838709677419355,0.45161290322580644,0.5161290322580645,0.4838709677419355,17.967741935483872,8.451612903225806,6.225806451612903,2.806451612903226,6.709677419354839,2.7096774193548385,1.6129032258064515,1.7096774193548387,71,26,557,262,193,0.12746858168761221,0.3464991023339318,2.054516129032258,0.23580645161290326,0.09923664122137404,Total
I1,Napoli,31,2.096774193548387,0.6451612903225806,0.16129032258064516,0.1935483870967742,1.5161290322580645,0.967741935483871,0.5483870967741935,0.8064516129032258,0.3548387096774194,0.5161290322580645,0.5483870967741935,0.45161290322580644,12.935483870967742,10.483870967741936,4.741935483870968,2.838709677419355,5.290322580645161,2.870967741935484,1.4193548387096775,1.8064516129032258,47,30,401,325,147,0.1172069825436409,0.36658354114713215,1.5648387096774194,-0.048709677419354946,0.09230769230769231,Total
I1,Milan,31,2.032258064516129,0.5806451612903226,0.2903225806451613,0.12903225806451613,1.5161290322580645,0.7741935483870968,0.7419354838709677,0.8709677419354839,0.41935483870967744,0.4838709677419355,0.41935483870967744,0.5806451612903226,13.516129032258064,11.161290322580646,4.387096774193548,3.4193548387096775,4.580645161290323,4.451612903225806,1.5806451612903225,1.935483870967742,47,24,419,346,136,0.11217183770883055,0.324582338902148,1.447741935483871,0.06838709677419352,0.06936416184971098,Total
I1,Como,31,1.8709677419354838,0.5161290322580645,0.3225806451612903,0.16129032258064516,1.7096774193548387,0.7096774193548387,1.0,0.7419354838709677,0.4838709677419355,0.41935483870967744,0.45161290322580644,0.5483870967741935,14.193548387096774,9.32258064516129,5.129032258064516,3.2903225806451615,4.161290322580645,3.2580645161290325,2.096774193548387,2.129032258064516,53,22,440,289,159,0.12045454545454545,0.3613636363636364,1.6925806451612906,0.01709677419354816,0.07612456747404844,Total
I1,Juventus,31,1.8387096774193548,0.5161290322580645,0.2903225806451613,0.1935483870967742,1.7419354838709677,0.9354838709677419,0.8064516129032258,0.8064516129032258,0.3870967741935484,0.4838709677419355,0.45161290322580644,0.5483870967741935,16.838709677419356,10.161290322580646,6.129032258064516,2.838709677419355,5.225806451612903,3.806451612903226,1.2903225806451613,2.096774193548387,54,29,522,315,190,0.10344827586206896,0.36398467432950193,2.02258064516129,-0.28064516129032246,0.09206349206349207,Total
I1,Roma,31,1.7419354838709677,0.5483870967741935,0.0967741935483871,0.3548387096774194,1.3548387096774193,0.9032258064516129,0.45161290322580644,0.7741935483870968,0.41935483870967744,0.3548387096774194,0.3548387096774194,0.6451612903225806,13.064516129032258,10.193548387096774,4.387096774193548,3.870967741935484,5.064516129032258,3.193548387096774,1.8709677419354838,2.096774193548387,42,28,405,316,136,0.1037037037037037,0.3358024691358025,1.447741935483871,-0.09290322580645172,0.08860759493670886,Total
I1,Atalanta,31,1.7096774193548387,0.45161290322580644,0.3548387096774194,0.1935483870967742,1.4193548387096775,0.8709677419354839,0.5483870967741935,0.8387096774193549,0.3870967741935484,0.5161290322580645,0.3870967741935484,0.6129032258064516,14.806451612903226,11.741935483870968,4.67741935483871,3.774193548387097,5.709677419354839,4.290322580645161,1.5806451612903225,1.4193548387096775,44,27,459,364,145,0.09586056644880174,0.3159041394335512,1.5435483870967743,-0.12419354838709684,0.07417582417582418,Total
I1,Bologna,31,1.4516129032258065,0.41935483870967744,0.1935483870967742,0.3870967741935484,1.2903225806451613,1.1935483870967742,0.0967741935483871,0.7419354838709677,0.2903225806451613,0.4838709677419355,0.4838709677419355,0.5161290322580645,13.419354838709678,10.290322580645162,3.935483870967742,3.774193548387097,4.516129032258065,4.096774193548387,1.935483870967742,2.0,40,37,416,319,122,0.09615384615384616,0.2932692307692308,1.298709677419355,-0.008387096774193692,0.11598746081504702,Total
I1,Lazio,31,1.4193548387096775,0.3548387096774194,0.3548387096774194,0.2903225806451613,1.032258064516129,0.9354838709677419,0.0967741935483871,0.5483870967741935,0.45161290322580644,0.25806451612903225,0.25806451612903225,0.7419354838709677,10.96774193548387,13.516129032258064,3.838709677419355,4.258064516129032,3.7419354838709675,4.0,1.967741935483871,2.6451612903225805,32,29,340,419,119,0.09411764705882353,0.35,1.2667741935483872,-0.23451612903225816,0.06921241050119331,Total
I1,Sassuolo,31,1.3548387096774193,0.3870967741935484,0.1935483870967742,0.41935483870967744,1.2258064516129032,1.3225806451612903,-0.0967741935483871,0.6774193548387096,0.1935483870967742,0.5161290322580645,0.5483870967741935,0.45161290322580644,10.387096774193548,14.451612903225806,3.6451612903225805,5.129032258064516,3.903225806451613,4.838709677419355,2.193548387096774,1.7419354838709677,38,41,322,448,113,0.11801242236024845,0.35093167701863354,1.2029032258064516,0.022903225806451655,0.09151785714285714,Total
