league,team,jogos,ppg,vit%,emp%,der%,golos_marcados,golos_sofridos,diff_golos,marca%,CS%,BTTS%,O2.5%,U2.5%,remates,remates_sofridos,SOT,SOT_sofridos,cantos,cantos_sofridos,amarelos,amarelos_sofridos,gf_sum,ga_sum,shots_sum,shots_against_sum,sot_sum,conversion_rate,sot_pct,xg_impl,xg_overperf,defensive_solidity,scope
E1,Coventry,41,2.048780487804878,0.6097560975609756,0.21951219512195122,0.17073170731707318,2.048780487804878,1.024390243902439,1.024390243902439,0.8536585365853658,0.36585365853658536,0.5853658536585366,0.6341463414634146,0.36585365853658536,16.365853658536587,11.975609756097562,5.658536585365853,3.8292682926829267,5.390243902439025,4.512195121951219,1.5853658536585367,2.0,84,42,671,491,232,0.12518628912071536,0.34575260804769004,1.8673170731707318,0.18146341463414628,0.0855397148676171,Total
E1,Ipswich,39,1.8461538461538463,0.5128205128205128,0.3076923076923077,0.1794871794871795,1.7692307692307692,1.0256410256410255,0.7435897435897436,0.8974358974358975,0.358974358974359,0.5897435897435898,0.5128205128205128,0.48717948717948717,15.307692307692308,10.153846153846153,5.076923076923077,3.3846153846153846,5.769230769230769,3.8974358974358974,1.794871794871795,2.4615384615384617,69,40,597,396,198,0.11557788944723618,0.3316582914572864,1.6753846153846155,0.09384615384615369,0.10101010101010101,Total
E1,Middlesbrough,41,1.7560975609756098,0.4878048780487805,0.2926829268292683,0.21951219512195122,1.5121951219512195,1.0,0.5121951219512195,0.7560975609756098,0.2926829268292683,0.5609756097560976,0.5365853658536586,0.4634146341463415,16.073170731707318,9.975609756097562,4.7317073170731705,3.2195121951219514,6.804878048780488,4.317073170731708,1.5365853658536586,2.1219512195121952,62,41,659,409,194,0.09408194233687406,0.2943854324734446,1.5614634146341462,-0.04926829268292665,0.10024449877750612,Total
E1,Millwall,41,1.7560975609756098,0.5121951219512195,0.21951219512195122,0.2682926829268293,1.3658536585365855,1.146341463414634,0.21951219512195122,0.8292682926829268,0.36585365853658536,0.5121951219512195,0.5121951219512195,0.4878048780487805,12.609756097560975,13.048780487804878,4.097560975609756,4.073170731707317,5.487804878048781,5.365853658536586,1.829268292682927,1.7560975609756098,56,47,517,535,168,0.10831721470019343,0.32495164410058025,1.3521951219512196,0.013658536585365866,0.08785046728971962,Total
E1,Hull,41,1.6585365853658536,0.4878048780487805,0.1951219512195122,0.3170731707317073,1.5365853658536586,1.4146341463414633,0.12195121951219512,0.8048780487804879,0.2682926829268293,0.6097560975609756,0.6341463414634146,0.36585365853658536,10.926829268292684,14.926829268292684,4.097560975609756,4.7560975609756095,4.439024390243903,5.682926829268292,2.4634146341463414,1.5609756097560976,63,58,448,612,168,0.140625,0.375,1.3521951219512196,0.18439024390243897,0.09477124183006536,Total
E1,Southampton,39,1.6153846153846154,0.4358974358974359,0.3076923076923077,0.2564102564102564,1.6153846153846154,1.2307692307692308,0.38461538461538464,0.8717948717948718,0.2564102564102564,0.6923076923076923,0.5641025641025641,0.4358974358974359,14.307692307692308,12.58974358974359,5.256410256410256,3.6153846153846154,5.615384615384615,4.743589743589744,1.8974358974358974,2.076923076923077,63,48,558,491,205,0.11290322580645161,0.3673835125448029,1.7346153846153847,-0.11923076923076925,0.09775967413441955,Total
E1,Wrexham,40,1.6,0.425,0.325,0.25,1.55,1.325,0.225,0.875,0.25,0.675,0.5,0.5,11.3,13.475,3.825,4.25,4.575,5.45,1.6,1.875,62,53,452,539,153,0.13716814159292035,0.33849557522123896,1.26225,0.28774999999999995,0.09833024118738404,Total
E1,Derby,41,1.5365853658536586,0.43902439024390244,0.21951219512195122,0.34146341463414637,1.4634146341463414,1.2439024390243902,0.21951219512195122,0.9024390243902439,0.2682926829268293,0.6341463414634146,0.4878048780487805,0.5121951219512195,10.75609756097561,12.390243902439025,3.4634146341463414,3.975609756097561,4.512195121951219,5.414634146341464,2.268292682926829,1.7317073170731707,60,51,441,508,142,0.1360544217687075,0.3219954648526077,1.1429268292682926,0.32048780487804884,0.10039370078740158,Total
E1,Norwich,41,1.4146341463414633,0.4146341463414634,0.17073170731707318,0.4146341463414634,1.3414634146341464,1.170731707317073,0.17073170731707318,0.8048780487804879,0.21951219512195122,0.5853658536585366,0.4634146341463415,0.5365853658536586,12.292682926829269,12.121951219512194,4.317073170731708,3.682926829268293,5.097560975609756,5.2926829268292686,1.8048780487804879,1.829268292682927,55,48,504,497,177,0.10912698412698413,0.35119047619047616,1.4246341463414636,-0.08317073170731715,0.096579476861167,Total
E1,Bristol City,41,1.3902439024390243,0.3902439024390244,0.21951219512195122,0.3902439024390244,1.2682926829268293,1.2439024390243902,0.024390243902439025,0.6585365853658537,0.2926829268292683,0.43902439024390244,0.43902439024390244,0.5609756097560976,12.390243902439025,13.21951219512195,4.0,4.341463414634147,5.0,4.658536585365853,1.7560975609756098,1.9268292682926829,52,51,508,542,164,0.10236220472440945,0.3228346456692913,1.32,-0.05170731707317078,0.0940959409594096,Total
E1,QPR,41,1.3902439024390243,0.3902439024390244,0.21951219512195122,0.3902439024390244,1.4146341463414633,1.5365853658536586,-0.12195121951219512,0.7560975609756098,0.21951219512195122,0.6585365853658537,0.6341463414634146,0.36585365853658536,12.75609756097561,11.902439024390244,3.975609756097561,3.902439024390244,4.7073170731707314,5.195121951219512,1.7560975609756098,1.829268292682927,58,63,523,488,163,0.11089866156787763,0.31166347992351817,1.3119512195121952,0.10268292682926816,0.1290983606557377,Total
E1,Watford,41,1.3902439024390243,0.34146341463414637,0.36585365853658536,0.2926829268292683,1.2682926829268293,1.1951219512195121,0.07317073170731707,0.7560975609756098,0.17073170731707318,0.6341463414634146,0.4634146341463415,0.5365853658536586,14.146341463414634,11.24390243902439,4.585365853658536,3.7804878048780486,5.097560975609756,5.097560975609756,2.073170731707317,2.3658536585365852,52,49,580,461,188,0.0896551724137931,0.32413793103448274,1.5131707317073173,-0.24487804878048802,0.10629067245119306,Total
E1,Preston,41,1.3170731707317074,0.3170731707317073,0.36585365853658536,0.3170731707317073,1.170731707317073,1.2682926829268293,-0.0975609756097561,0.7317073170731707,0.21951219512195122,0.5609756097560976,0.43902439024390244,0.5609756097560976,10.609756097560975,14.439024390243903,3.4634146341463414,4.2682926829268295,4.2682926829268295,6.341463414634147,2.0,1.4146341463414633,48,52,435,592,142,0.1103448275862069,0.3264367816091954,1.1429268292682926,0.027804878048780513,0.08783783783783784,Total
E1,Stoke,41,1.3170731707317074,0.36585365853658536,0.21951219512195122,0.4146341463414634,1.170731707317073,1.0975609756097562,0.07317073170731707,0.6341463414634146,0.3170731707317073,0.4146341463414634,0.43902439024390244,0.5609756097560976,11.24390243902439,13.146341463414634,3.951219512195122,3.8536585365853657,5.634146341463414,5.195121951219512,1.975609756097561,1.951219512195122,48,45,461,539,162,0.10412147505422993,0.351409978308026,1.3039024390243903,-0.1331707317073172,0.08348794063079777,Total
E1,Swansea,41,1.3170731707317074,0.36585365853658536,0.21951219512195122,0.4146341463414634,1.1951219512195121,1.3170731707317074,-0.12195121951219512,0.7560975609756098,0.2682926829268293,0.5121951219512195,0.4878048780487805,0.5121951219512195,12.268292682926829,12.317073170731707,3.7560975609756095,4.341463414634147,4.560975609756097,5.048780487804878,2.0,2.1219512195121952,49,54,503,505,154,0.09741550695825049,0.3061630218687873,1.2395121951219512,-0.044390243902439064,0.10693069306930693,Total
E1,Birmingham,41,1.2926829268292683,0.34146341463414637,0.2682926829268293,0.3902439024390244,1.1951219512195121,1.2682926829268293,-0.07317073170731707,0.7317073170731707,0.21951219512195122,0.5365853658536586,0.4634146341463415,0.5365853658536586,13.634146341463415,10.78048780487805,3.926829268292683,3.658536585365854,5.7317073170731705,4.2682926829268295,1.7804878048780488,1.7804878048780488,49,52,559,442,161,0.08765652951699464,0.2880143112701252,1.2958536585365854,-0.10073170731707326,0.11764705882352941,Total
E1,Sheffield United,41,1.2439024390243902,0.36585365853658536,0.14634146341463414,0.4878048780487805,1.3902439024390243,1.4146341463414633,-0.024390243902439025,0.7317073170731707,0.21951219512195122,0.5365853658536586,0.5609756097560976,0.43902439024390244,13.292682926829269,12.195121951219512,4.121951219512195,4.195121951219512,6.609756097560975,4.926829268292683,1.6097560975609757,1.975609756097561,57,58,545,500,169,0.10458715596330276,0.3100917431192661,1.3602439024390245,0.029999999999999805,0.116,Total
E1,Charlton,41,1.1951219512195121,0.2926829268292683,0.3170731707317073,0.3902439024390244,0.926829268292683,1.1951219512195121,-0.2682926829268293,0.7560975609756098,0.3170731707317073,0.4878048780487805,0.34146341463414637,0.6585365853658537,10.878048780487806,16.121951219512194,3.4146341463414633,4.146341463414634,4.170731707317073,5.390243902439025,2.1463414634146343,1.3902439024390243,38,49,446,661,140,0.08520179372197309,0.31390134529147984,1.126829268292683,-0.20000000000000007,0.07413010590015129,Total
E1,Blackburn,41,1.146341463414634,0.2926829268292683,0.2682926829268293,0.43902439024390244,0.9024390243902439,1.1951219512195121,-0.2926829268292683,0.6585365853658537,0.2926829268292683,0.4634146341463415,0.3902439024390244,0.6097560975609756,11.804878048780488,11.317073170731707,3.1707317073170733,3.5609756097560976,5.439024390243903,5.0,2.048780487804878,1.5365853658536586,37,49,484,464,130,0.07644628099173553,0.26859504132231404,1.0463414634146342,-0.14390243902439026,0.10560344827586207,Total
E1,Leicester,41,1.146341463414634,0.2682926829268293,0.34146341463414637,0.3902439024390244,1.3170731707317074,1.5365853658536586,-0.21951219512195122,0.8292682926829268,0.12195121951219512,0.7560975609756098,0.5853658536585366,0.4146341463414634,12.365853658536585,12.75609756097561,4.048780487804878,4.219512195121951,4.951219512195122,5.658536585365853,1.7560975609756098,1.6829268292682926,54,63,507,523,166,0.10650887573964497,0.32741617357001973,1.3360975609756098,-0.019024390243902456,0.12045889101338432,Total
E1,West Brom,41,1.0975609756097562,0.2682926829268293,0.2926829268292683,0.43902439024390244,1.024390243902439,1.3658536585365855,-0.34146341463414637,0.6829268292682927,0.24390243902439024,0.5365853658536586,0.4634146341463415,0.5365853658536586,13.487804878048781,10.609756097560975,4.024390243902439,3.268292682926829,5.2926829268292686,3.7804878048780486,1.6097560975609757,1.6097560975609757,42,56,553,435,165,0.0759493670886076,0.298372513562387,1.328048780487805,-0.3036585365853659,0.12873563218390804,Total
E1,Portsmouth,40,1.05,0.25,0.3,0.45,1.0,1.425,-0.425,0.675,0.175,0.55,0.45,0.55,12.775,11.225,3.85,3.85,6.1,4.625,1.825,2.175,40,57,511,449,154,0.07827788649706457,0.3013698630136986,1.2705,-0.27049999999999996,0.12694877505567928,Total
E1,Oxford,41,1.0,0.21951219512195122,0.34146341463414637,0.43902439024390244,0.9512195121951219,1.3170731707317074,-0.36585365853658536,0.6097560975609756,0.17073170731707318,0.5609756097560976,0.4878048780487805,0.5121951219512195,11.658536585365853,14.024390243902438,3.292682926829268,4.195121951219512,3.8048780487804876,7.219512195121951,1.6341463414634145,1.7073170731707317,39,54,478,575,135,0.08158995815899582,0.2824267782426778,1.0865853658536586,-0.1353658536585367,0.09391304347826086,Total
E1,Sheffield Weds,41,0.3170731707317073,0.024390243902439025,0.24390243902439024,0.7317073170731707,0.6097560975609756,2.0,-1.3902439024390243,0.4878048780487805,0.07317073170731707,0.4634146341463415,0.5365853658536586,0.4634146341463415,8.609756097560975,15.585365853658537,2.5121951219512195,6.097560975609756,4.414634146341464,6.2439024390243905,1.4634146341463414,1.3902439024390243,25,82,353,639,103,0.0708215297450425,0.29178470254957506,0.8290243902439025,-0.2192682926829269,0.12832550860719874,Total
E1,Coventry,20,2.4,0.75,0.15,0.1,2.15,0.85,1.3,0.85,0.35,0.6,0.65,0.35,18.2,10.05,5.9,3.45,6.1,3.75,1.45,2.3,43,17,364,201,118,0.11813186813186813,0.3241758241758242,1.9470000000000003,0.20299999999999963,0.0845771144278607,Casa
E1,Ipswich,21,2.1904761904761907,0.6190476190476191,0.3333333333333333,0.047619047619047616,1.8095238095238095,0.7142857142857143,1.0952380952380953,0.9047619047619048,0.42857142857142855,0.5238095238095238,0.5238095238095238,0.47619047619047616,16.571428571428573,9.142857142857142,5.619047619047619,2.6666666666666665,6.285714285714286,3.9523809523809526,1.3333333333333333,2.619047619047619,38,15,348,192,118,0.10919540229885058,0.3390804597701149,1.8542857142857145,-0.044761904761905,0.078125,Casa
